"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.095152283E2,6.868074833E1,2.766159833E1,1.341227024E2,5.708269477E-1,3.467200012E2,1.799999952E0,1.160000038E1
2.105152283E2,6.868075833E1,2.766158500E1,1.339226685E2,6.336230636E-1,3.381400146E2,1.799999952E0,1.060000038E1
2.115152283E2,6.868076833E1,2.766157167E1,1.337226346E2,6.650211215E-1,3.346900024E2,1.700000048E0,1.039999962E1
2.125152283E2,6.868077333E1,2.766156167E1,1.336226135E2,6.876688600E-1,3.511300049E2,1.700000048E0,1.010000038E1
2.135152283E2,6.868078167E1,2.766156000E1,1.331225970E2,7.154638767E-1,1.488000011E1,1.799999952E0,9.600000381E0
2.145152283E2,6.868079500E1,2.766157000E1,1.330225865E2,7.844366431E-1,1.065999985E1,1.700000048E0,9.500000000E0
2.155152283E2,6.868080500E1,2.766157833E1,1.329225796E2,8.570125103E-1,1.886000061E1,1.700000048E0,1.000000000E1
2.165152283E2,6.868081500E1,2.766159000E1,1.328225770E2,9.223822355E-1,2.065999985E1,1.700000048E0,9.899999619E0
2.175152283E2,6.868082500E1,2.766159667E1,1.326225680E2,9.867225289E-1,2.315999985E1,1.700000048E0,9.800000191E0
2.185152283E2,6.868083333E1,2.766161167E1,1.324225724E2,9.872372150E-1,3.194000053E1,1.700000048E0,1.039999962E1
2.195152283E2,6.868084167E1,2.766162500E1,1.322225746E2,9.836341739E-1,2.751000023E1,1.799999952E0,1.100000000E1
2.205152283E2,6.868085000E1,2.766163833E1,1.320225769E2,9.923844337E-1,3.127000046E1,1.799999952E0,1.100000000E1
2.215152283E2,6.868085833E1,2.766165833E1,1.316225875E2,1.042312503E0,4.138000107E1,1.700000048E0,9.800000191E0
2.225152283E2,6.868086667E1,2.766166833E1,1.312225856E2,1.041797757E0,4.065999985E1,1.700000048E0,8.899999619E0
2.235152283E2,6.868087000E1,2.766167500E1,1.305225882E2,1.004737735E0,2.200000000E1,1.700000048E0,9.300000191E0
2.245152283E2,6.868087333E1,2.766169333E1,1.300226053E2,9.532655478E-1,4.766999817E1,1.600000024E0,9.199999809E0
2.255152283E2,6.868088000E1,2.766171500E1,1.298226208E2,9.712808132E-1,3.816999817E1,1.600000024E0,9.800000191E0
2.265152283E2,6.868088500E1,2.766174500E1,1.294226496E2,9.815752506E-1,4.786999893E1,1.600000024E0,9.800000191E0
2.275152283E2,6.868089333E1,2.766176167E1,1.292226561E2,9.630452991E-1,3.600999832E1,1.600000024E0,1.000000000E1
2.285152283E2,6.868090333E1,2.766178167E1,1.288226638E2,9.738544226E-1,2.963999939E1,1.600000024E0,1.050000000E1
2.295152283E2,6.868091167E1,2.766179500E1,1.285226660E2,9.898108244E-1,2.323999977E1,1.600000024E0,9.399999619E0
2.305152283E2,6.868091833E1,2.766180667E1,1.282226691E2,9.640747309E-1,3.040999985E1,1.600000024E0,9.500000000E0
2.315152283E2,6.868092333E1,2.766181833E1,1.279226750E2,8.997344375E-1,3.727000046E1,1.600000024E0,9.600000381E0
2.325152283E2,6.868092667E1,2.766184000E1,1.277226963E2,9.059110880E-1,4.990999985E1,1.600000024E0,9.399999619E0
2.335152283E2,6.868093167E1,2.766185667E1,1.275227085E2,9.460594654E-1,4.631000137E1,1.600000024E0,9.100000381E0
2.345152283E2,6.868094000E1,2.766188167E1,1.274227253E2,9.908402562E-1,4.391999817E1,1.600000024E0,9.500000000E0
2.355152283E2,6.868094667E1,2.766190167E1,1.270227388E2,9.753986001E-1,4.881000137E1,1.600000024E0,9.899999619E0
2.365152283E2,6.868095167E1,2.766192000E1,1.267227530E2,9.692219496E-1,3.981000137E1,1.600000024E0,9.899999619E0
2.375152283E2,6.868096167E1,2.766194500E1,1.268227670E2,9.784869552E-1,4.347999954E1,1.600000024E0,9.699999809E0
2.385152283E2,6.868097000E1,2.766196333E1,1.266227755E2,9.774575233E-1,3.827999878E1,1.600000024E0,9.699999809E0
2.395152283E2,6.868097833E1,2.766198167E1,1.265227840E2,9.388533235E-1,4.463999939E1,1.600000024E0,1.019999981E1
2.405152283E2,6.868098333E1,2.766200500E1,1.261228045E2,9.367944598E-1,4.943000031E1,1.500000000E0,1.010000038E1
2.415152283E2,6.868099000E1,2.766202667E1,1.258228200E2,9.331913590E-1,2.996999931E1,1.500000000E0,1.050000000E1
2.425152283E2,6.868099833E1,2.766204500E1,1.256228285E2,9.388533235E-1,4.158000183E1,1.500000000E0,1.089999962E1
2.435152283E2,6.868100500E1,2.766207000E1,1.254228482E2,9.419416785E-1,4.400000000E1,1.500000000E0,1.089999962E1
2.445152283E2,6.868101333E1,2.766209167E1,1.253228609E2,9.259852767E-1,4.488999939E1,1.500000000E0,1.119999981E1
2.455152283E2,6.868102000E1,2.766212167E1,1.252228868E2,9.290736318E-1,4.825000000E1,1.500000000E0,9.500000000E0
2.465152283E2,6.868102833E1,2.766215500E1,1.252229141E2,9.383386374E-1,5.556999969E1,1.500000000E0,9.300000191E0
2.475152283E2,6.868103500E1,2.766219333E1,1.251229504E2,9.656189084E-1,6.880000305E1,1.500000000E0,9.800000191E0
2.485152283E2,6.868103833E1,2.766222500E1,1.249229842E2,9.841488600E-1,7.644000244E1,1.500000000E0,1.030000019E1
2.495152283E2,6.868104167E1,2.766226000E1,1.246230221E2,1.021208882E0,7.559999847E1,1.500000000E0,1.060000038E1
2.505152283E2,6.868104500E1,2.766229833E1,1.245230642E2,1.047459722E0,8.255000305E1,1.500000000E0,1.110000038E1
2.515152283E2,6.868104833E1,2.766233333E1,1.244231021E2,1.084519744E0,8.958000183E1,1.500000000E0,1.089999962E1
2.525152283E2,6.868105167E1,2.766236667E1,1.247231380E2,1.100476146E0,9.179000092E1,1.500000000E0,1.100000000E1
2.535152283E2,6.868105667E1,2.766239833E1,1.245231689E2,1.127756357E0,6.794999695E1,1.500000000E0,1.160000038E1
2.545152283E2,6.868106333E1,2.766243167E1,1.245231990E2,1.159669161E0,5.941999817E1,1.500000000E0,1.089999962E1
2.555152283E2,6.868107000E1,2.766246167E1,1.243232249E2,1.179743290E0,5.777000046E1,1.500000000E0,1.039999962E1
2.565152283E2,6.868108000E1,2.766249000E1,1.241232430E2,1.177684426E0,5.152000046E1,1.500000000E0,9.500000000E0
2.575152283E2,6.868108667E1,2.766251833E1,1.235232669E2,1.163272262E0,5.293000031E1,1.500000000E0,9.300000191E0
2.585152283E2,6.868109500E1,2.766254167E1,1.232232816E2,1.156066060E0,3.458000183E1,1.500000000E0,9.000000000E0
2.595152283E2,6.868110500E1,2.766256000E1,1.229232873E2,1.148859978E0,3.050000000E1,1.500000000E0,9.100000381E0
2.605152283E2,6.868111333E1,2.766257500E1,1.229232916E2,1.143198013E0,2.850000000E1,1.500000000E0,9.300000191E0
2.615152283E2,6.868112167E1,2.766259000E1,1.230232959E2,1.138050795E0,4.179999924E1,1.500000000E0,9.699999809E0
2.625152283E2,6.868113333E1,2.766260667E1,1.234232966E2,1.168419480E0,2.630999947E1,1.500000000E0,9.199999809E0
2.635152283E2,6.868114333E1,2.766261833E1,1.234232939E2,1.147315860E0,1.393000031E1,1.500000000E0,9.800000191E0
2.645152283E2,6.868115000E1,2.766262667E1,1.233232928E2,1.116947174E0,2.486000061E1,1.600000024E0,1.019999981E1
2.655152283E2,6.868115667E1,2.766263167E1,1.233232876E2,1.084519744E0,6.769999981E0,1.700000048E0,1.060000038E1
2.665152283E2,6.868116667E1,2.766263167E1,1.234232703E2,1.056724668E0,5.969999790E0,1.700000048E0,1.000000000E1
2.675152283E2,6.868117500E1,2.766263000E1,1.236232538E2,1.030988574E0,1.222999954E1,1.700000048E0,1.010000038E1
2.685152283E2,6.868118667E1,2.766261500E1,1.238232150E2,1.018635273E0,3.495700073E2,1.700000048E0,1.000000000E1
2.695152283E2,6.868120000E1,2.766260833E1,1.241231837E2,1.023267746E0,3.524800110E2,1.600000024E0,9.600000381E0
2.705152283E2,6.868120833E1,2.766260000E1,1.242231589E2,1.019664764E0,3.326499939E2,1.600000024E0,9.800000191E0
2.715152283E2,6.868121833E1,2.766258500E1,1.242231229E2,1.022238374E0,3.323500061E2,1.600000024E0,9.800000191E0
2.725152283E2,6.868122667E1,2.766256667E1,1.240230857E2,1.012973309E0,3.193900146E2,1.600000024E0,9.300000191E0
2.735152283E2,6.868123667E1,2.766254833E1,1.239230455E2,1.008340836E0,3.145700073E2,1.600000024E0,9.500000000E0
2.745152283E2,6.868124500E1,2.766253333E1,1.238230124E2,1.007826090E0,3.110599976E2,1.600000024E0,9.600000381E0
2.755152283E2,6.868125500E1,2.766251833E1,1.237229764E2,1.023782492E0,3.268299866E2,1.600000024E0,9.399999619E0
2.765152283E2,6.868126667E1,2.766251167E1,1.238229480E2,1.054151058E0,3.395599976E2,1.500000000E0,9.100000381E0
2.775152283E2,6.868127500E1,2.766249667E1,1.235229149E2,1.046430230E0,3.343999939E2,1.600000024E0,9.600000381E0
2.785152283E2,6.868128167E1,2.766248833E1,1.234228930E2,1.010914445E0,3.510299988E2,1.600000024E0,9.600000381E0
2.795152283E2,6.868129167E1,2.766249167E1,1.232228799E2,9.795163870E-1,3.537099915E2,1.600000024E0,9.699999809E0
2.805152283E2,6.868130000E1,2.766248667E1,1.231228593E2,9.635599852E-1,3.462699890E2,1.600000024E0,9.699999809E0
2.815152283E2,6.868130833E1,2.766247333E1,1.230228283E2,9.573833346E-1,3.402500000E2,1.600000024E0,1.010000038E1
2.825152283E2,6.868131667E1,2.766246333E1,1.229228014E2,9.316472411E-1,3.324700012E2,1.600000024E0,1.000000000E1
2.835152283E2,6.868132667E1,2.766245000E1,1.229227675E2,9.414269328E-1,3.145100098E2,1.600000024E0,1.050000000E1
2.845152283E2,6.868133167E1,2.766242667E1,1.230227298E2,9.676777720E-1,2.993500061E2,1.600000024E0,1.089999962E1
2.855152283E2,6.868134000E1,2.766240667E1,1.230226904E2,9.759133458E-1,2.921400146E2,1.600000024E0,1.089999962E1
2.865152283E2,6.868134667E1,2.766238667E1,1.234226539E2,9.790016413E-1,3.056300049E2,1.600000024E0,1.100000000E1
2.875152283E2,6.868135500E1,2.766236167E1,1.234226084E2,1.021723628E0,3.006199951E2,1.700000048E0,1.139999962E1
2.885152283E2,6.868136167E1,2.766233833E1,1.238225677E2,1.080401897E0,3.174700012E2,1.700000048E0,1.200000000E1
2.895152283E2,6.868136833E1,2.766232833E1,1.239225438E2,1.092755318E0,3.311499939E2,1.799999952E0,1.219999981E1
2.905152283E2,6.868137333E1,2.766232667E1,1.241225331E2,1.064960241E0,3.374899902E2,1.700000048E0,1.050000000E1
2.915152283E2,6.868138000E1,2.766232333E1,1.241225174E2,1.034591675E0,3.350899963E2,1.700000048E0,1.080000019E1
2.925152283E2,6.868138333E1,2.766231500E1,1.240225012E2,9.985610843E-1,3.216600037E2,1.700000048E0,1.080000019E1
2.935152283E2,6.868138833E1,2.766229500E1,1.242224676E2,9.800311327E-1,3.084899902E2,1.600000024E0,1.060000038E1
2.945152283E2,6.868139500E1,2.766228167E1,1.243224395E2,9.615011215E-1,2.922799988E2,1.600000024E0,1.010000038E1
2.955152283E2,6.868140000E1,2.766225833E1,1.243224018E2,9.753986001E-1,2.847300110E2,1.500000000E0,9.899999619E0
2.965152283E2,6.868140667E1,2.766223000E1,1.244223549E2,9.774575233E-1,2.817200012E2,1.500000000E0,1.010000038E1
2.975152283E2,6.868141167E1,2.766220500E1,1.245223151E2,9.687072039E-1,2.995499878E2,1.500000000E0,9.500000000E0
2.985152283E2,6.868142000E1,2.766218500E1,1.244222757E2,9.501771927E-1,3.170700073E2,1.500000000E0,9.199999809E0
2.995152283E2,6.868142833E1,2.766216833E1,1.244222405E2,9.301030636E-1,3.124700012E2,1.500000000E0,9.199999809E0
3.005152283E2,6.868143333E1,2.766215000E1,1.243222090E2,9.414269328E-1,2.947600098E2,1.399999976E0,9.000000000E0
3.015152283E2,6.868144333E1,2.766213500E1,1.243221731E2,9.573833346E-1,3.331300049E2,1.399999976E0,9.000000000E0
3.025152283E2,6.868145167E1,2.766213167E1,1.244221545E2,9.990758300E-1,7.500000000E0,1.399999976E0,9.500000000E0
3.035152283E2,6.868146167E1,2.766213333E1,1.243221393E2,1.007311344E0,3.448099976E2,1.399999976E0,9.199999809E0
3.045152283E2,6.868147333E1,2.766213667E1,1.242221234E2,1.033047557E0,1.168000031E1,1.500000000E0,9.399999619E0
3.055152283E2,6.868148333E1,2.766214167E1,1.242221124E2,1.014002800E0,3.558699951E2,1.500000000E0,9.800000191E0
3.065152283E2,6.868149667E1,2.766214833E1,1.242220977E2,1.030988574E0,1.122000027E1,1.399999976E0,1.010000038E1
3.075162283E2,6.868151167E1,2.766216333E1,1.242220905E2,1.074740052E0,1.879999924E1,1.399999976E0,1.019999981E1
3.085162283E2,6.868152667E1,2.766217500E1,1.241220792E2,1.083490252E0,1.815999985E1,1.500000000E0,9.500000000E0
3.095162283E2,6.868153667E1,2.766219500E1,1.242220869E2,1.140109777E0,3.227000046E1,1.500000000E0,9.600000381E0
3.105162283E2,6.868155000E1,2.766220833E1,1.243220805E2,1.194670320E0,1.460999966E1,1.500000000E0,9.500000000E0
3.115162283E2,6.868156000E1,2.766221833E1,1.240220758E2,1.214744449E0,1.168000031E1,1.500000000E0,9.800000191E0
3.125162283E2,6.868157000E1,2.766222333E1,1.240220648E2,1.201876402E0,1.519999981E0,1.500000000E0,9.600000381E0
3.135162283E2,6.868157833E1,2.766221667E1,1.240220421E2,1.177684426E0,3.434299927E2,1.500000000E0,9.300000191E0
3.145162283E2,6.868158667E1,2.766221000E1,1.239220194E2,1.134447813E0,3.469599915E2,1.500000000E0,9.600000381E0
3.155162283E2,6.868159333E1,2.766219667E1,1.238219912E2,1.133933067E0,3.278099976E2,1.500000000E0,9.899999619E0
3.165162283E2,6.868160167E1,2.766217833E1,1.237219540E2,1.127241611E0,3.251499939E2,1.500000000E0,1.000000000E1
3.175162283E2,6.868161167E1,2.766215167E1,1.236219034E2,1.104079127E0,3.108200073E2,1.500000000E0,9.699999809E0
3.185162283E2,6.868162000E1,2.766212500E1,1.238218558E2,1.077313662E0,3.047600098E2,1.500000000E0,1.010000038E1
3.195162283E2,6.868162500E1,2.766210667E1,1.238218243E2,1.055695295E0,3.064299927E2,1.500000000E0,1.000000000E1
3.205162283E2,6.868163333E1,2.766208167E1,1.238217787E2,1.070107460E0,3.088699951E2,1.600000024E0,1.030000019E1
3.215162283E2,6.868164333E1,2.766205500E1,1.240217281E2,1.130329967E0,3.161700134E2,1.600000024E0,1.080000019E1
3.225162283E2,6.868165167E1,2.766203500E1,1.241216888E2,1.154007196E0,3.107699890E2,1.500000000E0,9.899999619E0
3.235162283E2,6.868165500E1,2.766202667E1,1.240216727E2,1.175625563E0,3.281799927E2,1.600000024E0,1.019999981E1
3.245162283E2,6.868166333E1,2.766201500E1,1.239216437E2,1.177684426E0,3.221799927E2,1.600000024E0,1.089999962E1
3.255162283E2,6.868166833E1,2.766200500E1,1.240216226E2,1.143198013E0,3.081799927E2,1.600000024E0,1.110000038E1
3.265162283E2,6.868167333E1,2.766199333E1,1.241215994E2,1.117976665E0,3.055899963E2,1.600000024E0,1.139999962E1
3.275162283E2,6.868167833E1,2.766197167E1,1.242215637E2,1.079887271E0,2.911900024E2,1.500000000E0,1.160000038E1
3.285162283E2,6.868168167E1,2.766194667E1,1.242215268E2,1.101505518E0,2.920700073E2,1.600000024E0,1.110000038E1
3.295162283E2,6.868168667E1,2.766192000E1,1.242214849E2,1.119520783E0,2.861600037E2,1.600000024E0,1.130000019E1
3.305162283E2,6.868168833E1,2.766188833E1,1.242214425E2,1.104079127E0,2.874400024E2,1.600000024E0,1.160000038E1
3.315162283E2,6.868169000E1,2.766186000E1,1.242214043E2,1.051577449E0,2.727900085E2,1.600000024E0,1.210000038E1
3.325162283E2,6.868169000E1,2.766183500E1,1.243213731E2,1.034076929E0,2.638699951E2,1.600000024E0,1.180000019E1
3.335162283E2,6.868169167E1,2.766180833E1,1.243213369E2,1.062901378E0,2.829800110E2,1.600000024E0,1.189999962E1
3.345162283E2,6.868170000E1,2.766177833E1,1.247212851E2,1.130844712E0,3.037500000E2,1.600000024E0,1.080000019E1
3.355162283E2,6.868170667E1,2.766174833E1,1.248212361E2,1.172022462E0,2.914200134E2,1.600000024E0,9.600000381E0
3.365162283E2,6.868171000E1,2.766172667E1,1.248212033E2,1.146286368E0,2.899500122E2,1.600000024E0,9.899999619E0
3.375162283E2,6.868171000E1,2.766171333E1,1.250211867E2,1.126726985E0,2.839800110E2,1.600000024E0,1.030000019E1
3.385162283E2,6.868171333E1,2.766169000E1,1.251211518E2,1.128271103E0,2.767099915E2,1.600000024E0,1.010000038E1
3.395162283E2,6.868171833E1,2.766166500E1,1.255211120E2,1.095328927E0,2.769800110E2,1.700000048E0,9.800000191E0
3.405162283E2,6.868171833E1,2.766163833E1,1.257210787E2,1.050033331E0,2.750499878E2,1.700000048E0,1.010000038E1
3.415162283E2,6.868171500E1,2.766162167E1,1.259210637E2,1.014002800E0,2.479299927E2,1.700000048E0,1.019999981E1
3.425162283E2,6.868171000E1,2.766160500E1,1.261210515E2,9.661335945E-1,2.351199951E2,1.700000048E0,1.039999962E1
3.435162283E2,6.868170833E1,2.766159833E1,1.263210461E2,8.781161308E-1,2.418000031E2,1.700000048E0,1.060000038E1
3.445162283E2,6.868170833E1,2.766159333E1,1.264210398E2,7.520091534E-1,2.484400024E2,1.700000048E0,1.089999962E1
3.455162283E2,6.868170667E1,2.766158667E1,1.265210344E2,6.547266841E-1,2.516399994E2,1.600000024E0,9.800000191E0
3.465162283E2,6.868170333E1,2.766157333E1,1.266210235E2,6.161224842E-1,2.369799957E2,1.700000048E0,1.000000000E1
3.475162283E2,6.868170333E1,2.766156167E1,1.267210089E2,5.764889121E-1,2.400500031E2,1.600000024E0,9.800000191E0
3.485162283E2,6.868170667E1,2.766156000E1,1.271210011E2,4.750885963E-1,2.683900146E2,1.600000024E0,1.000000000E1
3.495162283E2,6.868171000E1,2.766156333E1,1.270209995E2,4.019980431E-1,3.547600098E2,1.600000024E0,1.030000019E1
3.505162283E2,6.868171167E1,2.766155167E1,1.270209821E2,0.000000000E0,3.183099976E2,1.600000024E0,1.080000019E1
3.515162283E2,6.868171500E1,2.766154000E1,1.270209618E2,0.000000000E0,3.087900085E2,1.600000024E0,1.110000038E1
3.525162283E2,6.868171833E1,2.766153333E1,1.270209477E2,0.000000000E0,3.257799988E2,1.600000024E0,1.039999962E1
3.535162283E2,6.868171833E1,2.766153333E1,1.270209477E2,0.000000000E0,3.257799988E2,1.600000024E0,1.089999962E1
3.545162283E2,6.868171833E1,2.766153333E1,1.270209477E2,0.000000000E0,3.257799988E2,1.600000024E0,9.800000191E0
3.555162283E2,6.868171833E1,2.766153333E1,1.270209477E2,0.000000000E0,3.257799988E2,1.500000000E0,9.699999809E0
3.565162283E2,6.868171833E1,2.766153333E1,1.270209477E2,0.000000000E0,3.257799988E2,1.500000000E0,9.699999809E0
3.575162283E2,6.868172833E1,2.766148333E1,1.274208680E2,3.093480468E-1,3.137200012E2,1.600000024E0,1.010000038E1
3.585162283E2,6.868173000E1,2.766146500E1,1.274208423E2,3.515552878E-1,2.907699890E2,1.600000024E0,1.039999962E1
3.595162283E2,6.868173000E1,2.766143667E1,1.272208069E2,4.035422206E-1,2.793900146E2,1.600000024E0,1.100000000E1
3.605162283E2,6.868173333E1,2.766141333E1,1.272207720E2,4.596469402E-1,2.766099854E2,1.600000024E0,1.110000038E1
3.615162283E2,6.868173333E1,2.766139833E1,1.272207533E2,4.745738804E-1,2.470500031E2,1.700000048E0,1.150000000E1
3.625162283E2,6.868173500E1,2.766138333E1,1.272207317E2,4.838388860E-1,2.579800110E2,1.700000048E0,1.150000000E1
3.635162283E2,6.868173667E1,2.766137333E1,1.271207164E2,4.735444486E-1,2.736000061E2,1.700000048E0,1.110000038E1
3.645162283E2,6.868173833E1,2.766136833E1,1.271207073E2,4.683972299E-1,2.756099854E2,1.700000048E0,1.100000000E1
3.655162283E2,6.868174000E1,2.766136833E1,1.271207044E2,4.514113963E-1,2.704400024E2,1.600000024E0,1.039999962E1
3.665162283E2,6.868174333E1,2.766136167E1,1.272206903E2,4.344255626E-1,2.743900146E2,1.600000024E0,9.500000000E0
3.675162283E2,6.868174333E1,2.766135167E1,1.272206778E2,4.292783439E-1,2.686799927E2,1.600000024E0,9.000000000E0
3.685162283E2,6.868174500E1,2.766133833E1,1.272206583E2,4.220722318E-1,2.657399902E2,1.600000024E0,9.199999809E0
3.695162283E2,6.868174333E1,2.766131667E1,1.273206342E2,4.148661196E-1,2.646900024E2,1.600000024E0,9.699999809E0
3.705162283E2,6.868174333E1,2.766130000E1,1.273206134E2,4.004538953E-1,2.633099976E2,1.600000024E0,9.800000191E0
3.715162283E2,6.868174167E1,2.766129167E1,1.274206058E2,4.097189009E-1,2.644899902E2,1.600000024E0,1.000000000E1
3.725162283E2,6.868174333E1,2.766128500E1,1.274205946E2,4.061158299E-1,2.742500000E2,1.600000024E0,1.039999962E1
3.735162283E2,6.868174167E1,2.766127333E1,1.273205829E2,4.174397290E-1,2.555399933E2,1.600000024E0,1.050000000E1
3.745162283E2,6.868174167E1,2.766125833E1,1.273205642E2,4.478083253E-1,2.551699982E2,1.600000024E0,9.300000191E0
3.755162283E2,6.868174000E1,2.766124167E1,1.273205463E2,4.925891757E-1,2.508300018E2,1.600000024E0,9.500000000E0
3.765162283E2,6.868173667E1,2.766123000E1,1.273205375E2,5.353111029E-1,2.474900055E2,1.600000024E0,9.899999619E0
3.775162283E2,6.868173833E1,2.766121167E1,1.273205117E2,5.574441552E-1,2.607699890E2,1.600000024E0,9.600000381E0
3.785162283E2,6.868173667E1,2.766118833E1,1.274204855E2,5.749447346E-1,2.513999939E2,1.600000024E0,9.899999619E0
3.795162283E2,6.868173500E1,2.766117000E1,1.274204655E2,5.749447346E-1,2.402700043E2,1.600000024E0,9.500000000E0
3.805162283E2,6.868173333E1,2.766115000E1,1.275204434E2,5.775183439E-1,2.411199951E2,1.600000024E0,9.399999619E0
3.815162283E2,6.868173167E1,2.766113000E1,1.276204213E2,5.924452543E-1,2.420000000E2,1.600000024E0,9.800000191E0
3.825162283E2,6.868172833E1,2.766111500E1,1.276204084E2,6.243580580E-1,2.434900055E2,1.600000024E0,9.899999619E0
3.835162283E2,6.868172667E1,2.766110000E1,1.276203925E2,6.485499740E-1,2.479600067E2,1.600000024E0,9.800000191E0
3.845162283E2,6.868172500E1,2.766108000E1,1.276203704E2,6.619327664E-1,2.491699982E2,1.600000024E0,1.000000000E1
3.855162283E2,6.868172167E1,2.766105833E1,1.276203491E2,6.722272038E-1,2.515700073E2,1.600000024E0,1.060000038E1
3.865162283E2,6.868171667E1,2.766103833E1,1.276203328E2,6.784039140E-1,2.476699982E2,1.700000048E0,1.080000019E1
3.875162283E2,6.868171333E1,2.766101000E1,1.276203032E2,7.005369663E-1,2.503000031E2,1.700000048E0,1.019999981E1
3.885162283E2,6.868171000E1,2.766099167E1,1.277202861E2,7.077430487E-1,2.469400024E2,1.700000048E0,1.069999981E1
3.895162283E2,6.868170833E1,2.766096167E1,1.278202515E2,7.128902674E-1,2.461100006E2,1.700000048E0,1.010000038E1
3.905162283E2,6.868170667E1,2.766095333E1,1.278202440E2,6.984780431E-1,2.369199982E2,1.700000048E0,1.080000019E1
3.915162283E2,6.868170667E1,2.766094667E1,1.278202356E2,6.758303046E-1,2.305899963E2,1.700000048E0,1.019999981E1
3.925162283E2,6.868170333E1,2.766094833E1,1.278202435E2,6.449469328E-1,2.119499969E2,1.700000048E0,1.060000038E1
3.935162283E2,6.868170167E1,2.766094500E1,1.278202422E2,6.058280468E-1,1.610800018E2,1.700000048E0,1.060000038E1
3.945162283E2,6.868169833E1,2.766095000E1,1.278202542E2,5.780330300E-1,1.298699951E2,1.700000048E0,1.110000038E1
3.955162283E2,6.868169667E1,2.766095167E1,1.279202591E2,5.347964168E-1,1.363899994E2,1.700000048E0,1.150000000E1
3.965162283E2,6.868169333E1,2.766094833E1,1.279202607E2,4.792063832E-1,1.441000061E2,1.700000048E0,1.110000038E1
3.975162283E2,6.868168833E1,2.766094000E1,1.279202590E2,4.313372076E-1,1.599199982E2,1.700000048E0,1.139999962E1
3.985162283E2,6.868168333E1,2.766094500E1,1.279202738E2,4.200133383E-1,1.086299973E2,1.700000048E0,1.160000038E1
3.995162283E2,6.868167833E1,2.766095333E1,1.279202929E2,4.107483327E-1,1.284499969E2,1.700000048E0,1.119999981E1
4.005162283E2,6.868167500E1,2.766096000E1,1.279203069E2,4.076600075E-1,1.261200027E2,1.700000048E0,1.169999981E1
4.015162283E2,6.868167167E1,2.766096667E1,1.279203210E2,4.092041552E-1,1.357599945E2,1.799999952E0,1.100000000E1
4.025162283E2,6.868166833E1,2.766097500E1,1.280203371E2,4.138366580E-1,1.407200012E2,1.799999952E0,1.119999981E1
4.035162283E2,6.868166333E1,2.766097833E1,1.280203499E2,4.297930598E-1,1.513800049E2,1.799999952E0,1.110000038E1
4.045162283E2,6.868165500E1,2.766097833E1,1.281203643E2,4.483230412E-1,1.560800018E2,1.899999976E0,1.139999962E1
4.055162283E2,6.868164833E1,2.766097667E1,1.280203737E2,4.761180580E-1,1.618600006E2,1.899999976E0,1.080000019E1
4.065162283E2,6.868164167E1,2.766098333E1,1.281203936E2,5.131780505E-1,1.679900055E2,1.899999976E0,1.130000019E1
4.075162283E2,6.868163333E1,2.766098667E1,1.283204121E2,5.394288898E-1,1.671799927E2,1.899999976E0,1.150000000E1
4.085162283E2,6.868162500E1,2.766099167E1,1.287204327E2,5.342816710E-1,1.656100006E2,1.799999952E0,1.060000038E1
4.095162283E2,6.868161833E1,2.766100167E1,1.289204567E2,5.337669253E-1,1.677299957E2,1.700000048E0,1.019999981E1
4.105162283E2,6.868161000E1,2.766100167E1,1.290204711E2,5.471497178E-1,1.670299988E2,1.700000048E0,1.019999981E1
4.115162283E2,6.868160000E1,2.766100667E1,1.291204946E2,5.734005570E-1,1.672400055E2,1.700000048E0,1.000000000E1
4.125162283E2,6.868159333E1,2.766102167E1,1.292205248E2,6.099458337E-1,1.580200043E2,1.700000048E0,1.060000038E1
4.135162283E2,6.868158500E1,2.766103667E1,1.292205579E2,6.506088972E-1,1.495299988E2,1.700000048E0,1.050000000E1
4.145162283E2,6.868157833E1,2.766104667E1,1.294205819E2,6.778891683E-1,1.442500000E2,1.700000048E0,1.089999962E1
4.155162283E2,6.868157000E1,2.766106333E1,1.293206170E2,7.067136168E-1,1.406300049E2,1.700000048E0,1.010000038E1
4.165162283E2,6.868156333E1,2.766107333E1,1.295206410E2,7.391411066E-1,1.440899963E2,1.700000048E0,1.039999962E1
4.175162283E2,6.868155667E1,2.766109000E1,1.296206733E2,7.365674973E-1,1.459900055E2,1.700000048E0,1.119999981E1
4.185162283E2,6.868155000E1,2.766109500E1,1.297206911E2,7.448030710E-1,1.617899933E2,1.700000048E0,1.160000038E1
4.195162283E2,6.868155000E1,2.766109833E1,1.298206952E2,7.417147160E-1,1.576499939E2,1.700000048E0,9.699999809E0
4.205162283E2,6.868154333E1,2.766110333E1,1.299207130E2,7.386263609E-1,1.572400055E2,1.700000048E0,1.019999981E1
4.215162283E2,6.868153500E1,2.766111000E1,1.300207357E2,7.612741590E-1,1.590099945E2,1.700000048E0,9.600000381E0
4.225162283E2,6.868152833E1,2.766111833E1,1.302207576E2,7.653919458E-1,1.571399994E2,1.700000048E0,9.899999619E0
4.235162283E2,6.868152167E1,2.766112833E1,1.303207815E2,7.633330822E-1,1.488000031E2,1.700000048E0,9.899999619E0
